Comment,Sentiment,Cleaned_Comment,Predicted
that looks yummy,positive,that looks yummy,positive
biggest tip of your life do lots and lots and lots of khan academy to the point where you have done so many questions that there aren’t new ones edit also take practice sats every week or so,neutral,biggest tip of your life do lots and lots and lots of khan academy to the point where you have done so many questions that there arent new ones edit also take practice sats every week or so,positive
on the first one it works because when your hand is closer to one side the friction slows it down on each side until when your fingers meet and the object is balanced this should work as long as each hand is moving at relatively the same speed the same force and there isnt any other significant variables,positive,on the first one it works because when your hand is closer to one side the friction slows it down on each side until when your fingers meet and the object is balanced this should work as long as each hand is moving at relatively the same speed the same force and there isnt any other significant variables,neutral
thank you linus for spending the big bucks and testing all these cameras for our benefit i will be keeping your recommendations in mind when i purchase my camera,positive,thank you linus for spending the big bucks and testing all these cameras for our benefit i will be keeping your recommendations in mind when i purchase my camera,positive
030 true in college i wrote a 25 page term paper and in error turned in the draft with a bunch of typos grammer errors run on sentences spelling errors etc the first couple paragraphs were fine so when it got retuned it was graded a with a good work handwritten by the professor obviously and luckily for me he didnt bother reading past the first sentence,positive, true in college i wrote a  page term paper and in error turned in the draft with a bunch of typos grammer errors run on sentences spelling errors etc the first couple paragraphs were fine so when it got retuned it was graded a with a good work handwritten by the professor obviously and luckily for me he didnt bother reading past the first sentence,positive
you forgot the most important and influential book of latin american magical realism the corner stone pedro paramo by mexican juan rulfo latin american writers influenced salman rushdie et al btw garcia marquez is a nobel prize laureate,positive,you forgot the most important and influential book of latin american magical realism the corner stone pedro paramo by mexican juan rulfo latin american writers influenced salman rushdie et al btw garcia marquez is a nobel prize laureate,positive
alex is the most based person youve had on this channel,positive,alex is the most based person youve had on this channel,positive
such a concise easy to understand and thorough explanation youve got there it can be understood clearly by someone like me with no prior knowledge of what data science is and what it entails great content,positive,such a concise easy to understand and thorough explanation youve got there it can be understood clearly by someone like me with no prior knowledge of what data science is and what it entails great content,positive
хорошие фокусыглавное что веселыемолодцы,neutral,   ,neutral
love ash great team,positive,love ash great team,positive
thank you for this usually talking about the sat brings me so much stress but this calmed me down thank you,positive,thank you for this usually talking about the sat brings me so much stress but this calmed me down thank you,positive
in your video description you might regard c as the fastest language but this isnt always the case both c and rust can achieve the same performance even with higherlevel language features zerocost abstractions compiler optimization is a large part of language performance,positive,in your video description you might regard c as the fastest language but this isnt always the case both c and rust can achieve the same performance even with higherlevel language features zerocost abstractions compiler optimization is a large part of language performance,positive
one very unrelated subject that annoys me even though i would love that every game had the play anywhere feature i get microsoft can’t really force third party companies like ubisoft to jumó aboard they make a lot of money from people having to rebuy the same game but atleast there should be a way to keep your progress i jumped from xbox series x to a mega high end pc build and i have lost every single bit of progress i had in every gamr,negative,one very unrelated subject that annoys me even though i would love that every game had the play anywhere feature i get microsoft cant really force third party companies like ubisoft to jum aboard they make a lot of money from people having to rebuy the same game but atleast there should be a way to keep your progress i jumped from xbox series x to a mega high end pc build and i have lost every single bit of progress i had in every gamr,positive
one of the best thing about dude is that he never takes credit for himself when he achieves something he always request us the audience and his team and he is always polite in all of his videos we congratulations ourselves on this achievement more to come and everything to come,positive,one of the best thing about dude is that he never takes credit for himself when he achieves something he always request us the audience and his team and he is always polite in all of his videos we congratulations ourselves on this achievement more to come and everything to come,positive
this is lovely news actually away with those ai writers and aggregators we should stay true to content creations as content creators rather than pure seo chasers p,positive,this is lovely news actually away with those ai writers and aggregators we should stay true to content creations as content creators rather than pure seo chasers p,positive
course starts at 1614,neutral,course starts at ,neutral
this was a phenomenally moderated session serious kudos to john,positive,this was a phenomenally moderated session serious kudos to john,positive
the picture makes me feel so safe and comforted and at peace then again that basically sums up the lofi community lol thanks for another great mix love u guys ,positive,the picture makes me feel so safe and comforted and at peace then again that basically sums up the lofi community lol thanks for another great mix love u guys ,positive
jimmy’s a cool guy i just hope he doesnt wear himself out raising the bar too much hes already raised it so much,positive,jimmys a cool guy i just hope he doesnt wear himself out raising the bar too much hes already raised it so much,positive
thanks man for clearing this up especially in india all it companies have made a mess about data jobswhy dont you make a video dscussing these jds especially from india these all are mncs,negative,thanks man for clearing this up especially in india all it companies have made a mess about data jobswhy dont you make a video dscussing these jds especially from india these all are mncs,positive
nice one sir god blessed for your great explanationsi really need to know more about this class can you talk about the analis and horozontal vertical percentage i want to know more about them even the ratio i want to know more about them even equity these things are important to mesir can you upload tableau and explained how we should use it i have downloaded it but i dont really know how to work on it i need good explanations on it difficult class from the begining of the class thanks so much sir for your great explanations the course is a requirement in most university aslong as you are in the business field you will need to do it i know some students are taking it a lot great explanations sir,positive,nice one sir god blessed for your great explanationsi really need to know more about this class can you talk about the analis and horozontal vertical percentage i want to know more about them even the ratio i want to know more about them even equity these things are important to mesir can you upload tableau and explained how we should use it i have downloaded it but i dont really know how to work on it i need good explanations on it difficult class from the begining of the class thanks so much sir for your great explanations the course is a requirement in most university aslong as you are in the business field you will need to do it i know some students are taking it a lot great explanations sir,positive
can we just appreciate how she is willing to get lots of cavities for us 3 ,positive,can we just appreciate how she is willing to get lots of cavities for us  ,positive
thumbs up if youre wearing socks ,neutral,thumbs up if youre wearing socks ,neutral
i love your videos and even when your doing fluff vids like ape nft footage like less than 1 of earth it still feels like you really care plus you always tell us to take profits you awesome,positive,i love your videos and even when your doing fluff vids like ape nft footage like less than  of earth it still feels like you really care plus you always tell us to take profits you awesome,positive
006 newtons first law of motion 220 newtons first law of motion 2nd part aka law of inertia 647 net force of objects at rest and in constant velocity 758 newtons second law of motion 1002 variation of newtons second law of motion momentum impulse 1326 newtons third law of motion 2117 problems and calculations,neutral, newtons first law of motion  newtons first law of motion nd part aka law of inertia  net force of objects at rest and in constant velocity  newtons second law of motion  variation of newtons second law of motion momentum impulse  newtons third law of motion  problems and calculations,neutral
vielleicht bekommt ja der lightning anschluss der iphones ein speed update auf usb 3x das hatten sie auch im letzten ipad pro verbaut allerdings damals ein langsamer usb 3 chip der nur rund die doppelte usb 2 geschwindigkeit konnte also technisch wäre es ja machbar wenn sie wollten dann wären auch die großen videos schneller am pcmac,neutral,vielleicht bekommt ja der lightning anschluss der iphones ein speed update auf usb x das hatten sie auch im letzten ipad pro verbaut allerdings damals ein langsamer usb  chip der nur rund die doppelte usb  geschwindigkeit konnte also technisch wre es ja machbar wenn sie wollten dann wren auch die groen videos schneller am pcmac,neutral
there will never be enough appreciation for the actions that jimmy has taken such a good guy,positive,there will never be enough appreciation for the actions that jimmy has taken such a good guy,positive
we need these types of videos in veterinary and nursing degrees there are so many misconceptions about the two fields your help and expertise would be great,positive,we need these types of videos in veterinary and nursing degrees there are so many misconceptions about the two fields your help and expertise would be great,positive
please dont ever stop making literature videos because we dont have english literature in high school in where i live and i want to study it so bad even if my english is really not good,negative,please dont ever stop making literature videos because we dont have english literature in high school in where i live and i want to study it so bad even if my english is really not good,negative
awesome work love the video thank you for what you do,positive,awesome work love the video thank you for what you do,positive
i cant believe its been 2 years since this came out time flies so fast i wish i could go back in time this has a nostalgic vibe ,positive,i cant believe its been  years since this came out time flies so fast i wish i could go back in time this has a nostalgic vibe ,positive
hey brother i confirm to you that i did get my dream job after hours of practice and commitment the competition was tough the interview processes were long but with your work and videos i beat them all and ive landed my dream job thanks alot super excitedall i can do now is spread the word about your workmany thanks richard and joshua brown,positive,hey brother i confirm to you that i did get my dream job after hours of practice and commitment the competition was tough the interview processes were long but with your work and videos i beat them all and ive landed my dream job thanks alot super excitedall i can do now is spread the word about your workmany thanks richard and joshua brown,positive
level 6 explain machine learning to the machine,neutral,level  explain machine learning to the machine,neutral
all those looked delicious and seeing their reactions tells me id love it if i had it,positive,all those looked delicious and seeing their reactions tells me id love it if i had it,positive
pa shout out idol ash plss,neutral,pa shout out idol ash plss,neutral
i come from indie to aaa studio as game programmer if theres something to add every discipline has it own depths on knowledge perfecting stuff like design pattern design principle code conventions cicd pipeline automate test etc for programmers is needed when your project grow that come along as other department maybe at the first time you think you wont need dedicated project manager that handling all daily task and scrum but when project get larger team gets bigger you will need that one and for indie who grow to bigger company usually overwhelmed with this kind of situation heck if you love making games later on you wont even touch the project as too many things on managerial you will handle on if you just started game dev make sure that one day what you want to become is pretty clear will you create your own studio or work for big companies which discipline what studio this can be matter as a programmer artist who need align their technology artstyle there so much to prepare and i cant write all of those question in one post hope everyone who read this post can consider your journey even harder not make you scared of gamedev but thinking more critically because this could be your future work and huge part of your life,neutral,i come from indie to aaa studio as game programmer if theres something to add every discipline has it own depths on knowledge perfecting stuff like design pattern design principle code conventions cicd pipeline automate test etc for programmers is needed when your project grow that come along as other department maybe at the first time you think you wont need dedicated project manager that handling all daily task and scrum but when project get larger team gets bigger you will need that one and for indie who grow to bigger company usually overwhelmed with this kind of situation heck if you love making games later on you wont even touch the project as too many things on managerial you will handle on if you just started game dev make sure that one day what you want to become is pretty clear will you create your own studio or work for big companies which discipline what studio this can be matter as a programmer artist who need align their technology artstyle there so much to prepare and i cant write all of those question in one post hope everyone who read this post can consider your journey even harder not make you scared of gamedev but thinking more critically because this could be your future work and huge part of your life,positive
i failed my precalc class my first semester of college i did an easier math class the second semester and passed it im ready to try the precalc again even though i failed the class i learned that math is one of the most beautiful languages in the world math is great im not good at it by any stretch i will still conquer this though,positive,i failed my precalc class my first semester of college i did an easier math class the second semester and passed it im ready to try the precalc again even though i failed the class i learned that math is one of the most beautiful languages in the world math is great im not good at it by any stretch i will still conquer this though,positive
i just love how crazy this one is and you cant even explain how weird this one is i like how near the end pierce and kim just like clear out the entire laboratory of zanes and its just like cobwebs and leaves like oh my god and zane thinking its all back to normal even though it was his fault because he did it all i also love aphmau in that google translator outfit it looks really cool its also really pretty i like all the random stuff that happens when shes hitting things or even trying to help herself like what the heck and the only one useful in this in this whole video was kim i just cant right now i just so funny but anyways thanks aphmau for making such amazing videos making everyone feel so happy by watching your videos,positive,i just love how crazy this one is and you cant even explain how weird this one is i like how near the end pierce and kim just like clear out the entire laboratory of zanes and its just like cobwebs and leaves like oh my god and zane thinking its all back to normal even though it was his fault because he did it all i also love aphmau in that google translator outfit it looks really cool its also really pretty i like all the random stuff that happens when shes hitting things or even trying to help herself like what the heck and the only one useful in this in this whole video was kim i just cant right now i just so funny but anyways thanks aphmau for making such amazing videos making everyone feel so happy by watching your videos,positive
i had the pleasure of meeting calvin in person while in vietnam 2 weeks ago he was eating and drinking with us and he’s definitely a down to earth person with a humorous personality it would be awesome to meet sonny one day too ,positive,i had the pleasure of meeting calvin in person while in vietnam  weeks ago he was eating and drinking with us and hes definitely a down to earth person with a humorous personality it would be awesome to meet sonny one day too ,positive
this is great amazing lecture one question though about the baby walking isnt it very hard to quantify the data points synaptic firing a babies brain accesses when learning to walk if we dont fully understand the brain and neurological connection how do we quantify and compare the training data between the human brain and ai,positive,this is great amazing lecture one question though about the baby walking isnt it very hard to quantify the data points synaptic firing a babies brain accesses when learning to walk if we dont fully understand the brain and neurological connection how do we quantify and compare the training data between the human brain and ai,positive
em toda minha vida nunca vi uma leva de jornalistas tão incompetentes e despreparados como a que temos atualmente,negative,em toda minha vida nunca vi uma leva de jornalistas to incompetentes e despreparados como a que temos atualmente,neutral
how does he do deadpool so good bruh lmao,positive,how does he do deadpool so good bruh lmao,positive
no dejemos morir la buena música tiene que quedarse para la eternidad,neutral,no dejemos morir la buena msica tiene que quedarse para la eternidad,neutral
shout to you john oliver for giving me a brief trip down memory lane ive been in the telecommunications industry for almost 25 years and my first job was atmci great company that got swallowed up in a horrible merger with worldcom bing it and see how that disaster played out,neutral,shout to you john oliver for giving me a brief trip down memory lane ive been in the telecommunications industry for almost  years and my first job was atmci great company that got swallowed up in a horrible merger with worldcom bing it and see how that disaster played out,positive
i love physics i cant express it in words,positive,i love physics i cant express it in words,positive
පට්ට හොිරැ කලබලේ,neutral,  ,neutral
i dont have a series x yet and although series s is a great console the fact is all digital is a no go for me the reason is that i have a good collection of xbox 360 and xbox one physical games and some of them such as older forza horizon or forza motorsport games are not available to buy digitally anymore due to license issues so the only way of playing those games is using the disc i would be happy with a series so with disc drive but as this is not an option ill have to go with the series x another point is that although gamepass is great i had it for two years and experienced great games including halo infinite i think it is a bit too expensive if it was 80 per year as the live gold was it would be a no brainer but at 15 per month 180 per year i think it is too expensive you can use that money and buy over 7 aaa games on physical or digital sale for that price assuming an average cost of 25 per game,neutral,i dont have a series x yet and although series s is a great console the fact is all digital is a no go for me the reason is that i have a good collection of xbox  and xbox one physical games and some of them such as older forza horizon or forza motorsport games are not available to buy digitally anymore due to license issues so the only way of playing those games is using the disc i would be happy with a series so with disc drive but as this is not an option ill have to go with the series x another point is that although gamepass is great i had it for two years and experienced great games including halo infinite i think it is a bit too expensive if it was  per year as the live gold was it would be a no brainer but at  per month  per year i think it is too expensive you can use that money and buy over  aaa games on physical or digital sale for that price assuming an average cost of  per game,positive
great video europe should also expect an extreme winter much like the extreme summer they have just experienced so the stores will definitely not be enough,negative,great video europe should also expect an extreme winter much like the extreme summer they have just experienced so the stores will definitely not be enough,positive
this man is amazing because he talks on best fact,positive,this man is amazing because he talks on best fact,positive
amazing video thank you yes atomic motion is perpetual mass changing its position in space motion perpetual well for most of us billions of years is long enough so examples of perpetual motions does not factor in wear and tear of the device solar panels water mills wind mills geo thermal iceland john bedini generator which uses a drive battery that looses only a few milliamps while the charging battery gains hundreds of millivolts i personally recharged hundreds of batteries with carefully measured results the physics here at play is to not be stuck to one view one device and what it does by itself yes thats being confined to thermodynamics however look outside the box for energy source solar panels obtain their energy not from photovoltaic panels but from the sun thermodynamics is true in closed or isolated systems nitinol is also overunity which perpetual motion is a part of using cold and hot water to activate it cyclically the most abundant phase of matter in the universe is plasma an electrically charged ionized gas well a lot of energy could be pulled out of these stellar gas and they will be energized until the end of time by stars are we introverted into a small device set in motion or are we scientifically logically looking at the big picture as long as we stay stuck in a boxedin frame of reference we dont progress every advances made was possible by women and men who dared looking at things holistically from all points of view cheers,positive,amazing video thank you yes atomic motion is perpetual mass changing its position in space motion perpetual well for most of us billions of years is long enough so examples of perpetual motions does not factor in wear and tear of the device solar panels water mills wind mills geo thermal iceland john bedini generator which uses a drive battery that looses only a few milliamps while the charging battery gains hundreds of millivolts i personally recharged hundreds of batteries with carefully measured results the physics here at play is to not be stuck to one view one device and what it does by itself yes thats being confined to thermodynamics however look outside the box for energy source solar panels obtain their energy not from photovoltaic panels but from the sun thermodynamics is true in closed or isolated systems nitinol is also overunity which perpetual motion is a part of using cold and hot water to activate it cyclically the most abundant phase of matter in the universe is plasma an electrically charged ionized gas well a lot of energy could be pulled out of these stellar gas and they will be energized until the end of time by stars are we introverted into a small device set in motion or are we scientifically logically looking at the big picture as long as we stay stuck in a boxedin frame of reference we dont progress every advances made was possible by women and men who dared looking at things holistically from all points of view cheers,positive
thank you so much for sharing love this channeland these mixes are always so perfectly titled i can always find the exact flavor of sound to enhance my environment ,positive,thank you so much for sharing love this channeland these mixes are always so perfectly titled i can always find the exact flavor of sound to enhance my environment ,positive
somebody go wake him up we need more music like this,positive,somebody go wake him up we need more music like this,positive
agreeing with you i got into public school in kerala and afterward for college i got a 100 scholarship thanks to that i have no education loan we should focus on the education and financial equality of the society so that people have upward mobility and people others as well ,positive,agreeing with you i got into public school in kerala and afterward for college i got a  scholarship thanks to that i have no education loan we should focus on the education and financial equality of the society so that people have upward mobility and people others as well ,negative
i’m already nervous by watching this,negative,im already nervous by watching this,positive
really relaxing ,positive,really relaxing ,positive
i’m not a golf fan but that putt is one of the most impressive things i’ve ever seen in sports,positive,im not a golf fan but that putt is one of the most impressive things ive ever seen in sports,positive
indonesia is a country that is rich in culture and indonesia has many unique features that are different from other countries indonesia has 17000 islands and more yhan 300 ethnic or tribal groups to be precise there are 1340 tribes ranging from natural beauty regional languages traditional dances traditional clothes traditional houses are different indonesia also has 718 regional languages ​​spread throughout indonesia indonesia is the country with the largest muslim population in the world namely 869 of the population of 275 million people indonesia is in the 4th position in the most population in the world ‌indonesia has 6 official religions namely islam christianity catholicism buddhism hinduism and confucianism majority of muslims but we can live side by side and respect each other because we have the basic of the pancasila state which is bhinneka tunggal ika the meaning is that even though we are different but in essence the indonesia nation remains one unit likewise with different tribes we are still different united live in peace ‌ if you want to know indonesia more deeply we will give some suggestions to react for us too we will always appreciate that 1 wonderful indonesia emerald of the equator 2 geography now indonesia 3 10 best places to visit in indonesia 4 indonesia has been named the number 1 most beautiful country in the world by forbes international thanks for the appreciation we will be watching if you will react for us best regard from indonesia stay healthy gbu  ‌,neutral,indonesia is a country that is rich in culture and indonesia has many unique features that are different from other countries indonesia has  islands and more yhan  ethnic or tribal groups to be precise there are  tribes ranging from natural beauty regional languages traditional dances traditional clothes traditional houses are different indonesia also has  regional languages spread throughout indonesia indonesia is the country with the largest muslim population in the world namely  of the population of  million people indonesia is in the th position in the most population in the world indonesia has  official religions namely islam christianity catholicism buddhism hinduism and confucianism majority of muslims but we can live side by side and respect each other because we have the basic of the pancasila state which is bhinneka tunggal ika the meaning is that even though we are different but in essence the indonesia nation remains one unit likewise with different tribes we are still different united live in peace  if you want to know indonesia more deeply we will give some suggestions to react for us too we will always appreciate that  wonderful indonesia emerald of the equator  geography now indonesia   best places to visit in indonesia  indonesia has been named the number  most beautiful country in the world by forbes international thanks for the appreciation we will be watching if you will react for us best regard from indonesia stay healthy gbu  ,positive
imagine someone spying you through minecraft ,neutral,imagine someone spying you through minecraft ,neutral
that was actually pretty smart of that kid to grab all those giftcards instead of focusing on giant boxes where the contents are usually only worth up to a grand at most yet take the most time to actually put in the cart also cool for the older gentleman that someone else drove that tractor up to the door so he could touch it ,positive,that was actually pretty smart of that kid to grab all those giftcards instead of focusing on giant boxes where the contents are usually only worth up to a grand at most yet take the most time to actually put in the cart also cool for the older gentleman that someone else drove that tractor up to the door so he could touch it ,positive
ربنا معاكم شباب,neutral,  ,neutral
i used this script exactly the way sifu worded it many of my interviewers commented on this and they appreciated the clarity and conciseness i offered them with this one answer and it was because of following his advice i am able to sign my job offer letter as we speak thank you so much sifu you are more impactful than you think,positive,i used this script exactly the way sifu worded it many of my interviewers commented on this and they appreciated the clarity and conciseness i offered them with this one answer and it was because of following his advice i am able to sign my job offer letter as we speak thank you so much sifu you are more impactful than you think,positive
ola a goat his verse never flop it float,positive,ola a goat his verse never flop it float,positive
there are actually 2 extremely different mcdonald’s menu’s in india i am from north india and over there most of the things are different from the menu shown in the video edit the comments are actually telling me that there are two official distributors of mcdonald’s in india and because of that the menu’s vary drastically which is pretty interesting actually and you guys could do a food wars seasonspin off showing the regional differences between fast food chains in india itself,positive,there are actually  extremely different mcdonalds menus in india i am from north india and over there most of the things are different from the menu shown in the video edit the comments are actually telling me that there are two official distributors of mcdonalds in india and because of that the menus vary drastically which is pretty interesting actually and you guys could do a food wars seasonspin off showing the regional differences between fast food chains in india itself,neutral
thank you for this video now whenever nintendo talks about how much of a family friendly company they are similar to what sakurai said when he was introducing terry bogard for smash im going to remind them that they once were a love hotel,positive,thank you for this video now whenever nintendo talks about how much of a family friendly company they are similar to what sakurai said when he was introducing terry bogard for smash im going to remind them that they once were a love hotel,positive
tremenda barbaridad cuántos muertos,neutral,tremenda barbaridad cuntos muertos,neutral
one really important point those ionizers can produce potentially dangerous levels of ozone due to the negative ions they create in the air id be cautious of all air ionizers unless they are advertised specifically as bipolar ionizers the one that you recommended does produce ozone which can be very harmful,negative,one really important point those ionizers can produce potentially dangerous levels of ozone due to the negative ions they create in the air id be cautious of all air ionizers unless they are advertised specifically as bipolar ionizers the one that you recommended does produce ozone which can be very harmful,positive
shame,negative,shame,negative
this channel is a key example of why publicly funded media is still so important in the digital era the right people given the right resources can do amazing things and grow to provide so much more value to society than what was invested keep up the amazing work,positive,this channel is a key example of why publicly funded media is still so important in the digital era the right people given the right resources can do amazing things and grow to provide so much more value to society than what was invested keep up the amazing work,positive
justin not only great editng but loved how you shared the life of a data analyst looking forward to more content from you ,positive,justin not only great editng but loved how you shared the life of a data analyst looking forward to more content from you ,positive
education is when you learn from your mistakes school is where you get mocked for your mistakes,negative,education is when you learn from your mistakes school is where you get mocked for your mistakes,positive
to anybody reading this i pray that whatever is hurting you or whatever you are constantly stressing about gets better good luck and love to all,positive,to anybody reading this i pray that whatever is hurting you or whatever you are constantly stressing about gets better good luck and love to all,positive
she sounds very calming and motivating at the same time,positive,she sounds very calming and motivating at the same time,positive
this is the most dangerous fruit on the planet shows people casuallly eating it,negative,this is the most dangerous fruit on the planet shows people casuallly eating it,negative
its awesome to see such a young woman with this effort to change the world the hate that flows on the comments below just shows how deep her argument are going disturbing those who feels personally offended by women with this behavior in face of life and this is great because this hatefull coments shows peoples face people who is hided behind a keyboard and that needs to be seen so that the good ones can target them and avoid unreasonable discussions thanks emma,positive,its awesome to see such a young woman with this effort to change the world the hate that flows on the comments below just shows how deep her argument are going disturbing those who feels personally offended by women with this behavior in face of life and this is great because this hatefull coments shows peoples face people who is hided behind a keyboard and that needs to be seen so that the good ones can target them and avoid unreasonable discussions thanks emma,positive
i don’t know if its only me but who else noticed that the salaries are almost at equilibrium to the monthly bills,neutral,i dont know if its only me but who else noticed that the salaries are almost at equilibrium to the monthly bills,negative
the delivery was definitely illegal and unprofessional we all love you atozy we all truly hope you win you have much evidence going for you this dirt bag shouldn’t win,negative,the delivery was definitely illegal and unprofessional we all love you atozy we all truly hope you win you have much evidence going for you this dirt bag shouldnt win,positive
in todays time andrew ng is legend by his ml knowledge ,positive,in todays time andrew ng is legend by his ml knowledge ,neutral
gplay dobijemy do 80 tysięcy subów,neutral,gplay dobijemy do  tysicy subw,neutral
thank you for watching intro 0000 this bitcoin price prediction played out almost perfect 0025 bitcoin and stock market 100 bitcoin halving 145 btc pattern of 3 events 500,positive,thank you for watching intro  this bitcoin price prediction played out almost perfect  bitcoin and stock market  bitcoin halving  btc pattern of  events ,neutral
i’ve just recently started watching your channel and it’s amazing i love how straight forward and honest your videos are i think i’m most excited for the 14 pro max and seeing the notch go away,positive,ive just recently started watching your channel and its amazing i love how straight forward and honest your videos are i think im most excited for the  pro max and seeing the notch go away,positive
best laptop under 80k in lenovo website with 16 gb ram,positive,best laptop under k in lenovo website with  gb ram,positive
i agree with everything youre saying but how come you dont highlight the greatest gift of a computer science degree problem solving i struggled through school but now looking back im actually very glad i took these courses for one it taught me the limits of my knowledge and how much there is to learn taking these classes dont make you an expert in the field instead it teaches introduces you to the fundamentals in the broad field of computer science armed with this fundamental knowledge you can have a much clearer perspective of how the pieces come together and allows you to problem solve better sure it doesnt teach you the practical skills but problemsolving is an essential skill for any career especially in tech when you strip away all the fancy frameworks and the technologies that come and go at the core what you have is computer science which you can use to build these solutions,positive,i agree with everything youre saying but how come you dont highlight the greatest gift of a computer science degree problem solving i struggled through school but now looking back im actually very glad i took these courses for one it taught me the limits of my knowledge and how much there is to learn taking these classes dont make you an expert in the field instead it teaches introduces you to the fundamentals in the broad field of computer science armed with this fundamental knowledge you can have a much clearer perspective of how the pieces come together and allows you to problem solve better sure it doesnt teach you the practical skills but problemsolving is an essential skill for any career especially in tech when you strip away all the fancy frameworks and the technologies that come and go at the core what you have is computer science which you can use to build these solutions,positive
this can be done in many ways as we know teachers are generally helpful considerate encouraging and forthcoming towards their students thats how he has been so helpful and amazing,positive,this can be done in many ways as we know teachers are generally helpful considerate encouraging and forthcoming towards their students thats how he has been so helpful and amazing,positive
im surprised wolvez and space were up for this tbh,neutral,im surprised wolvez and space were up for this tbh,positive
the roman senate awarded the honorific title of augustus to octavian in 27 bc after he settled accounts with antony and cleopatra,neutral,the roman senate awarded the honorific title of augustus to octavian in  bc after he settled accounts with antony and cleopatra,neutral
heres the link to the podcast,neutral,heres the link to the podcast,neutral
you know a canadian made this list when a damn curling highlight makes the cut,negative,you know a canadian made this list when a damn curling highlight makes the cut,positive
i feel like i’m in a simulation at this point,negative,i feel like im in a simulation at this point,positive
what a great speaker i want to hear more from him,positive,what a great speaker i want to hear more from him,positive
note bbby is on vendor credit watch which means bbby have to pay for goods in adavance,neutral,note bbby is on vendor credit watch which means bbby have to pay for goods in adavance,neutral
the pool cake was so cute put an appropriate toy depending on what character your child is currently obsessed with im 20 and i would still absolutely love to get a cake like that,positive,the pool cake was so cute put an appropriate toy depending on what character your child is currently obsessed with im  and i would still absolutely love to get a cake like that,positive
in doflamingo speech the treasure he was talking about he knows something that the they’re keeping it a secret who knows how long will they keep it in the shadow,neutral,in doflamingo speech the treasure he was talking about he knows something that the theyre keeping it a secret who knows how long will they keep it in the shadow,neutral
the game idea sort of reminds me of this game called checkpoint where in many of its levels you had to die to progress for example dying so you can walk over your dead body and avoid spikes,neutral,the game idea sort of reminds me of this game called checkpoint where in many of its levels you had to die to progress for example dying so you can walk over your dead body and avoid spikes,neutral
balto is a legend his statue in central park proves it he raced the entire length of the last two stops on the modern ididorod without help to get medication for a pandemic that hit alaska he ran in a blizzard for 8 hours without rest just to give kids children a chance to survive a true legend,positive,balto is a legend his statue in central park proves it he raced the entire length of the last two stops on the modern ididorod without help to get medication for a pandemic that hit alaska he ran in a blizzard for  hours without rest just to give kids children a chance to survive a true legend,neutral
i’ve been waiting all year for this  solid advice ken,positive,ive been waiting all year for this  solid advice ken,positive
that’s why they suspended him he doesn’t realize the severity of the outcome of the ai he has leaked about its awareness could be very dangerous,negative,thats why they suspended him he doesnt realize the severity of the outcome of the ai he has leaked about its awareness could be very dangerous,negative
imagine being talented and dedicated enough to not just make a game on your own but also make a high quality video series detailing your design processes at the same time really amazing stuff,positive,imagine being talented and dedicated enough to not just make a game on your own but also make a high quality video series detailing your design processes at the same time really amazing stuff,positive
as somebody who despises my little pony i approve of this video,negative,as somebody who despises my little pony i approve of this video,positive
কারা কারা নিজের জানের চেয়েও বেশি ভালোবাসেন প্রিয়নবী কে,neutral,        ,neutral
i can’t believe the way you calculated fahrenheit temperature change made it past any review a change of 16 degrees celsius is a change of 288 degrees fahrenheit a temperature of 16 degrees celsius is slightly above freezing or a temperature of 32288 348 degrees fahrenheit,negative,i cant believe the way you calculated fahrenheit temperature change made it past any review a change of  degrees celsius is a change of  degrees fahrenheit a temperature of  degrees celsius is slightly above freezing or a temperature of   degrees fahrenheit,neutral
first of all as a tamilian we thank to our honourable cm m k stalin to select mr ptr as a finance minister of t nadu then only we came to know that how talented he is in my point of view english fluency is not talented but the points he delivers in his own style is appreciable and also answering questions in any matter rapid and valuable reply is superb ptr sir please keep it up and go ahead in your own way,positive,first of all as a tamilian we thank to our honourable cm m k stalin to select mr ptr as a finance minister of t nadu then only we came to know that how talented he is in my point of view english fluency is not talented but the points he delivers in his own style is appreciable and also answering questions in any matter rapid and valuable reply is superb ptr sir please keep it up and go ahead in your own way,positive
